boxerid,eigenvecscore,boxername,alias,division,bouts,KOs,rounds,stance,debut
66239,0.010101799553058902,Janos Nagy,Bonecracker,super featherweight,25,56%,137,southpaw,2001-06-08
6905,0.010101799553058902,Jimmy Navarro,NA,super bantamweight,24,67%,108,NA,1984-11-10
6958,0.010101799553058902,Takashi Shiohama,NA,light flyweight,15,33%,84,orthodox,1993-05-18
7377,0.010101799553058902,Evangelio Perez,NA,bantamweight,45,51%,252,orthodox,1991-01-24
93506,0.010101799553058902,Everth Briceno,NA,bantamweight,52,50%,369,orthodox,2000-07-15
25342,0.0101017995530589,Ricardo Cepeda,NA,featherweight,28,61%,143,orthodox,1987-04-23
554,0.0101017995530589,Howard Davis Jr,NA,lightweight,43,33%,352,orthodox,1977-01-15
7655,0.0101017995530589,Carmelo Caceres,NA,light flyweight,28,11%,223,orthodox,1995-05-27
105684,0.010101799553058899,Tommy Browne,The Titan,super welterweight,42,31%,269,orthodox,2002-03-15
11389,0.010101799553058899,Brian Curvis,Brian Nancurvis,welterweight,41,54%,333,southpaw,1959-06-02
11396,0.010101799553058899,Joey Archer,NA,middleweight,49,16%,364,orthodox,1956-11-08
18224,0.010101799553058899,Richie Kates,NA,light heavyweight,50,46%,323,orthodox,1969-12-11
2049,0.010101799553058899,Troy Waters,NA,super welterweight,33,61%,223,orthodox,1984-10-17
2899,0.010101799553058899,Michael Greer,NA,cruiserweight,69,43%,385,NA,1980-04-22
3109,0.010101799553058899,Mike Phelps,NA,super bantamweight,37,22%,212,NA,1982-12-14
370,0.010101799553058899,Monroe Brooks,NA,super lightweight,61,56%,381,NA,1972-09-21
5441,0.010101799553058899,Roberto Granciosa,Bert / Boy,welterweight,38,29%,265,southpaw,1984-10-01
6277,0.010101799553058897,Victor Llerena,NA,featherweight,24,67%,128,NA,1990-11-30
7633,0.010101799553058897,Eric Jamili,NA,light flyweight,28,29%,132,southpaw,1995-02-11
117338,0.010101799553058895,Gusmyr Perdomo,Azucar Torpedo,light heavyweight,31,52%,158,southpaw,2002-06-05
12672,0.010101799553058895,Joe Brown,Old Bones,lightweight,180,29%,1430,orthodox,1941-09-12
140100,0.010101799553058895,Miguel Roman,Mickey,super featherweight,68,63%,414,orthodox,2003-03-28
473857,0.010101799553058895,Artur Szpilka,Szpila The Pin,heavyweight,22,68%,94,southpaw,2008-10-18
697,0.010101799553058895,Mike Ayala,NA,featherweight,51,45%,377,orthodox,1975-08-19
37341,0.010101799553058894,John Williams,NA,super middleweight,27,44%,120,NA,1992-07-30
44609,0.010101799553058894,Thanomchit Kiatkriengkrai,NA,super featherweight,32,44%,150,orthodox,1989-01-09
45437,0.010101799553058894,Willi Quatuor,NA,super lightweight,79,41%,518,NA,1955-09-04
54178,0.010101799553058894,Miguel Tellez,NA,flyweight,45,13%,310,orthodox,2000-03-11
6704,0.010101799553058894,Neville Brown,The Saint,middleweight,40,63%,197,orthodox,1989-11-08
7587,0.010101799553058894,Alexander Yagupov,NA,bantamweight,38,34%,260,NA,1992-12-17
7739,0.010101799553058894,Monte Barrett,Two Gunz,heavyweight,48,42%,299,orthodox,1996-08-16
148495,0.010101799553058892,Konni Konrad,Koko,light heavyweight,26,42%,144,orthodox,2002-10-31
2002,0.010101799553058892,Agustin Garcia,Baby,light flyweight,50,16%,404,NA,1980-06-28
2893,0.010101799553058892,David Vedder,Mr.,light heavyweight,53,6%,392,orthodox,1984-09-21
300899,0.010101799553058892,Aleksy Kuziemski,Ali,light heavyweight,28,25%,193,orthodox,2005-03-05
31079,0.010101799553058892,Ruben Navarro,The Maravilla Kid,lightweight,43,35%,331,NA,1967-01-20
8311,0.010101799553058892,Hitoshi Kamiyama,NA,super welterweight,35,57%,204,orthodox,1986-07-24
8451,0.010101799553058892,Wilfrido Rocha,NA,lightweight,36,69%,159,orthodox,1988-03-18
8841,0.010101799553058892,Jose Manuel Berdonce,El Tigre de Tetuan,super lightweight,39,44%,243,orthodox,1989-06-24
9528,0.010101799553058892,Andy Ganigan,Hawaiian Punch,lightweight,39,77%,196,southpaw,1972-05-09
1002,0.01010179955305889,Michael Olajide,The Silk,middleweight,32,59%,225,orthodox,1981-12-17
10039,0.01010179955305889,Ignacio Espinal,NA,flyweight,51,49%,328,NA,1969-06-16
10286,0.01010179955305889,Carlos Maria Gimenez,NA,super lightweight,132,45%,938,orthodox,1966-07-22
139301,0.01010179955305889,Joel Julio,NA,super welterweight,42,76%,202,orthodox,2001-05-18
1407,0.01010179955305889,Chris Reid,Shamrock Express,light heavyweight,25,76%,102,NA,1984-05-30
149812,0.01010179955305889,Daniel Dawson,The Rock,super welterweight,46,57%,289,orthodox,2002-11-09
17952,0.01010179955305889,Jorge Urbina Diaz,NA,super bantamweight,36,47%,233,NA,1983-01-20
18340,0.01010179955305889,Tyrone Everett,NA,super featherweight,37,54%,240,southpaw,1971-09-22
186227,0.01010179955305889,Geard Ajetovic,NA,super middleweight,46,33%,312,orthodox,2003-04-19
251420,0.01010179955305889,Charlie Navarro,NA,super welterweight,34,59%,183,orthodox,2004-02-20
251494,0.01010179955305889,Hiroyuki Hisataka,NA,bantamweight,42,26%,290,orthodox,2002-09-15
2638,0.01010179955305889,Benedicto Villablanca,NA,super featherweight,45,36%,288,NA,1976-01-23
269900,0.01010179955305889,Alejandro Valdez,NA,super featherweight,37,54%,185,southpaw,2004-02-13
375291,0.01010179955305889,Ivan Meneses Flores,Pollito,flyweight,35,31%,262,orthodox,2004-12-13
3905,0.01010179955305889,Tony Marshall,The Tiger / Sewah,super welterweight,56,23%,440,orthodox,1991-04-11
40194,0.01010179955305889,Henry Brent,Hot Pepper,super flyweight,15,27%,115,NA,1980-04-11
4125,0.01010179955305889,Rommel Lawas,Romel Capoy,light flyweight,31,19%,217,NA,1989-09-14
44610,0.01010179955305889,Tae-Shik Jun,NA,featherweight,18,56%,108,NA,1988-01-08
46606,0.01010179955305889,Ajose Olusegun,The Gun,super lightweight,34,41%,211,southpaw,2001-05-24
48574,0.01010179955305889,Chil-Sung Jun,NA,lightweight,20,55%,119,orthodox,1986-03-01
52606,0.01010179955305889,Siony Carupo,Little,super bantamweight,56,7%,521,southpaw,1977-08-28
5490,0.01010179955305889,Eddie Croft,Prime Time,super bantamweight,31,32%,190,orthodox,1991-07-11
6185,0.01010179955305889,Eddy Saenz,NA,super bantamweight,32,28%,179,southpaw,1993-01-15
629970,0.01010179955305889,Julio Mendoza,Gigante,minimumweight,18,17%,108,orthodox,2012-10-26
6937,0.01010179955305889,Jun Orhaliza,NA,light flyweight,39,26%,180,NA,1992-09-26
7452,0.01010179955305889,Genaro Rios,NA,featherweight,39,41%,228,orthodox,1992-12-19
8148,0.01010179955305889,Faustino Martire Barrios,NA,super featherweight,123,15%,1092,orthodox,1978-09-02
12744,0.010101799553058888,Bashew Sibaca,NA,featherweight,73,18%,562,NA,1968-10-10
16451,0.010101799553058888,Ryu Sorimachi,Norio Sorimachi,welterweight,73,42%,492,orthodox,1965-06-20
29301,0.010101799553058888,Kang Il Suh,NA,super featherweight,52,25%,445,orthodox,1961-04-16
3413,0.010101799553058888,Fernando Martinez,NA,light flyweight,49,43%,312,southpaw,1984-06-01
348267,0.010101799553058888,Go Odaira,NA,minimumweight,22,5%,135,southpaw,2006-02-08
4633,0.010101799553058888,Marcelino Bolivar,NA,flyweight,21,76%,99,NA,1989-07-28
5289,0.010101799553058888,Sergey Kobozev,The Russian Bear,cruiserweight,23,74%,119,orthodox,1990-03-31
5946,0.010101799553058888,Eugene Speed,Sonny,super featherweight,32,59%,170,orthodox,1985-12-14
6211,0.010101799553058888,Humberto Aranda,NA,super welterweight,54,41%,338,orthodox,1992-11-21
6490,0.010101799553058888,Terry Ray,Terry Tyler Ray,cruiserweight,51,49%,249,orthodox,1986-06-27
7130,0.010101799553058888,Branko Sobot,Pit Bull,middleweight,30,33%,185,southpaw,1995-01-07
10160,0.010101799553058887,Erik Lopez,Bam Bam,super flyweight,37,38%,229,orthodox,1992-06-03
15270,0.010101799553058887,Randy Mangubat,Destroyer,flyweight,68,21%,461,orthodox,1994-03-19
15639,0.010101799553058887,Rogers Mtagwa,The Tiger,featherweight,47,40%,310,orthodox,1997-02-10
18700,0.010101799553058887,Raul Martinez Mora,NA,super featherweight,37,32%,244,NA,1966-03-05
245227,0.010101799553058887,Breilor Teran,Zulianito de Oro,super bantamweight,33,33%,225,orthodox,2003-12-10
254476,0.010101799553058887,Shawn Hawk,The Sioux Warrior,light heavyweight,27,63%,119,orthodox,2004-05-15
256234,0.010101799553058887,Julio Cesar Dominguez,La Furia,light heavyweight,26,54%,121,orthodox,2004-06-05
27659,0.010101799553058887,Danilo Haussler,NA,super middleweight,34,21%,271,orthodox,1997-08-30
4442,0.010101799553058887,Adan Vargas,NA,bantamweight,44,52%,308,orthodox,1992-04-04
588275,0.010101799553058887,Liam Williams,NA,super welterweight,18,61%,84,orthodox,2011-11-19
7592,0.010101799553058887,Alberto de las Mercedes Cortes,NA,super lightweight,84,37%,617,southpaw,1983-11-04
761,0.010101799553058887,Henry Tillman,NA,cruiserweight,31,52%,178,orthodox,1984-12-07
8836,0.010101799553058887,Jose Vida Ramos,NA,super featherweight,33,58%,168,orthodox,1989-06-15
9048,0.010101799553058887,Wayne Alexander,Alexander the Great,super welterweight,27,67%,103,orthodox,1995-11-10
92486,0.010101799553058887,Shoji Kimura,NA,super bantamweight,31,29%,229,orthodox,1997-10-03
10830,0.010101799553058885,Antonio Ortiz,Toni,super lightweight,80,33%,588,NA,1965-08-13
223121,0.010101799553058885,Jesus Iribe,Azul,super flyweight,32,31%,201,NA,2002-06-14
346973,0.010101799553058885,Sergio Thompson,Yeyo,super lightweight,35,74%,163,orthodox,2006-01-28
3581,0.010101799553058885,Drew Docherty,Andrew,bantamweight,24,17%,189,NA,1989-09-14
3771,0.010101799553058885,Giovanni Nardiello,NA,super middleweight,21,29%,109,southpaw,1991-01-26
634124,0.010101799553058885,Joey Canoy,CANOY J SINGWANGCHA,minimumweight,16,38%,98,southpaw,2012-12-02
75043,0.010101799553058885,Israel Hector Enrique Perez,Cachito,super featherweight,31,52%,169,orthodox,2001-11-10
7523,0.010101799553058885,Lloyd Bryan,Jabba,middleweight,39,26%,248,orthodox,1992-12-19
1680,0.010101799553058883,Benito Rodriguez,El Mulato,super featherweight,78,29%,562,orthodox,1987-06-17
25130,0.010101799553058883,Je-Suk Park,NA,super flyweight,16,31%,118,southpaw,1985-09-08
3285,0.010101799553058883,Lou Gent,NA,cruiserweight,34,32%,207,orthodox,1984-09-18
33724,0.010101799553058883,Nazareno Gaston Ruiz,El Murciélago / El Lobo,super lightweight,48,21%,306,orthodox,2000-12-08
378929,0.010101799553058883,Dierry Jean,All In,lightweight,32,63%,182,orthodox,2006-12-16
4117,0.010101799553058883,Demetrio Ceballos,Pambele,super lightweight,31,58%,184,orthodox,1991-08-31
6427,0.010101799553058883,Marco Rudolph,NA,lightweight,15,53%,90,NA,1995-08-19
6444,0.010101799553058883,Edwin Vazquez,Zazule,lightweight,40,20%,265,orthodox,1992-03-27
797,0.010101799553058883,Vuyani Nene,Wonderboy,light flyweight,63,37%,464,southpaw,1984-09-29
8509,0.010101799553058883,Dennis Holbaek Pedersen,The Menace,super featherweight,48,48%,302,NA,1994-06-10
10867,0.010101799553058882,Ray Anderson,Sugar Ray The Magnificent,light heavyweight,59,34%,365,NA,1965-07-14
14393,0.010101799553058882,Roman Dzhuman,Happy Wanderer,welterweight,39,31%,254,orthodox,2000-06-24
15984,0.010101799553058882,Francois Pavilla,NA,welterweight,47,28%,400,NA,1959-11-14
20232,0.010101799553058882,Floyd Robertson,Klutei,featherweight,51,22%,409,NA,1956-10-01
20763,0.010101799553058882,Ricardo Barajas,NA,featherweight,29,76%,108,orthodox,1995-10-20
317310,0.010101799553058882,Eloy Perez,The Prince,super featherweight,27,26%,167,orthodox,2005-06-11
421102,0.010101799553058882,Francisco Cordero,El Volcán,light heavyweight,45,62%,157,orthodox,2007-08-10
4229,0.010101799553058882,Raul Juarez,Baby,flyweight,44,34%,308,orthodox,1991-11-02
46538,0.010101799553058882,Masaharu Inami,NA,light flyweight,25,16%,188,orthodox,1977-07-19
494,0.010101799553058882,Frankie Duarte,NA,bantamweight,55,60%,374,orthodox,1973-08-16
509512,0.010101799553058882,Julian Yedras,El Niño Artillero,minimumweight,27,48%,132,orthodox,2009-09-18
51382,0.010101799553058882,Sang-Il Chung,NA,light flyweight,16,19%,118,orthodox,1975-12-07
602313,0.010101799553058882,Richard Claveras,Explosive,flyweight,21,67%,90,orthodox,2012-02-19
7872,0.010101799553058882,Kamel Guerfi,NA,bantamweight,33,3%,237,NA,1993-02-20
811,0.010101799553058882,Marvin Mack,NA,light heavyweight,27,37%,188,orthodox,1982-01-27
8204,0.010101799553058882,Eder Gonzalez,NA,super lightweight,31,48%,154,orthodox,1986-05-16
91688,0.010101799553058882,Horacio Agustin Saldano,La Pantera Tucumana,welterweight,88,40%,628,orthodox,1965-02-23
25825,0.01010179955305888,Ernesto Magdaleno,NA,light heavyweight,23,35%,156,orthodox,1989-11-30
44619,0.01010179955305888,Yukio Segawa,NA,super bantamweight,13,54%,99,southpaw,1977-12-22
4937,0.01010179955305888,Alexander Zolkin,NA,heavyweight,32,59%,204,southpaw,1990-05-10
542555,0.01010179955305888,Janiel Rivera,NA,minimumweight,20,45%,84,NA,2010-07-16
86382,0.01010179955305888,Sergio Manuel Medina,Rocky,featherweight,50,44%,314,orthodox,2002-01-17
8943,0.01010179955305888,Jameel McCline,Big Time,heavyweight,57,42%,327,orthodox,1995-10-10
155489,0.010101799553058878,Harry Joe Yorgey,NA,middleweight,31,39%,163,orthodox,2002-12-06
18778,0.010101799553058878,Seung Ho Yuh,NA,lightweight,17,41%,99,orthodox,1995-08-04
19483,0.010101799553058878,Kengo Nagashima,NA,super featherweight,45,40%,333,southpaw,1995-06-03
251786,0.010101799553058878,Rodolfo Ezequiel Martinez,Epi / Scania,super welterweight,54,30%,297,orthodox,2004-05-04
268127,0.010101799553058878,Nilson Julio Tapia,Blade / El Arpía,middleweight,20,55%,81,orthodox,2004-08-28
2915,0.010101799553058878,Earl Hargrove,NA,middleweight,38,74%,129,orthodox,1979-11-29
29295,0.010101799553058878,Kenji Iwata,NA,super featherweight,37,30%,225,orthodox,1967-08-06
304351,0.010101799553058878,Leonard Bundu,The Lion,welterweight,37,32%,242,orthodox,2005-04-01
32947,0.010101799553058878,Rocky Garcia,NA,super featherweight,42,36%,283,orthodox,1978-09-07
33533,0.010101799553058878,Armando Guerrero,NA,super bantamweight,31,35%,159,orthodox,1996-11-08
347744,0.010101799553058878,Myung Ho Lee,Hayate Akihiro,flyweight,25,24%,188,orthodox,2006-02-05
353434,0.010101799553058878,Walter Tello,Raton de Oro,light flyweight,32,25%,214,orthodox,2006-03-26
357083,0.010101799553058878,Tommy Karpency,Kryptonite,light heavyweight,34,47%,160,southpaw,2006-05-19
359,0.010101799553058878,Randy Shields,NA,super lightweight,51,41%,367,orthodox,1974-01-17
360327,0.010101799553058878,Macbute Sinyabi,Macman,featherweight,34,59%,186,NA,2006-06-09
4546,0.010101799553058878,Pedro Javier Torres,El Alacrán,bantamweight,72,14%,564,orthodox,1991-09-06
455,0.010101799553058878,Danilo Cabrera,Cuero Duro,featherweight,45,56%,267,NA,1983-03-25
45691,0.010101799553058878,Morito Kashiwaba,NA,super featherweight,29,55%,161,orthodox,1969-08-14
5470,0.010101799553058878,Julian Flores,NA,super flyweight,20,10%,131,NA,1987-05-05
5693,0.010101799553058878,Ray Oliveira,Sucra,super lightweight,60,37%,456,orthodox,1990-07-27
6626,0.010101799553058878,Osvaldo Guerrero,Copala,light flyweight,50,48%,239,orthodox,1991-03-15
6782,0.010101799553058878,Cecilio Espino,El Torito,bantamweight,40,70%,217,orthodox,1988-04-19
8192,0.010101799553058878,Sang-Ho Lee,NA,super lightweight,49,80%,231,orthodox,1980-02-17
84810,0.010101799553058878,Eric Barcelona,The Maverick,super flyweight,80,23%,633,southpaw,1999-03-19
351182,0.010101799553058876,Julian Rivera,Chicano,flyweight,23,9%,168,orthodox,2006-03-09
374239,0.010101799553058876,Renan Trongco,Little Pacquiao,super flyweight,24,46%,138,southpaw,2006-10-13
381528,0.010101799553058876,Carlos Padilla,Batey,super featherweight,22,45%,104,NA,2010-01-27
450760,0.010101799553058876,Ulises Lara,Ratoncito,flyweight,34,29%,204,orthodox,2008-04-17
5390,0.010101799553058876,Shiro Yahiro,NA,light flyweight,33,42%,217,orthodox,1989-05-27
10948,0.010101799553058875,Kenji Matsumura,Kenichi Matsumura,flyweight,20,40%,150,orthodox,1985-07-23
14688,0.010101799553058875,Dario Walter Matteoni,El Tigre / Rocky,middleweight,45,64%,276,orthodox,1983-12-09
18913,0.010101799553058875,Oscar Muniz,NA,super bantamweight,49,45%,353,NA,1976-08-19
20104,0.010101799553058875,Alberto Ontiveros,The Assassin/Chimino,bantamweight,38,50%,216,southpaw,1994-05-16
4103,0.010101799553058875,Siza Makathini,NA,heavyweight,22,41%,132,orthodox,1985-03-29
4308,0.010101799553058875,Stefan Angehrn,NA,cruiserweight,25,40%,157,NA,1989-10-13
7795,0.010101799553058875,Glen Kelly,Kunga,light heavyweight,35,49%,238,orthodox,1995-03-31
14415,0.010101799553058873,Nader Hamdan,Lionheart,super middleweight,59,32%,435,orthodox,1997-08-28
14799,0.010101799553058873,Howard Eastman,The Battersea Bomber,welterweight,62,61%,414,orthodox,1994-03-06
14946,0.010101799553058873,Graham Earl,The Duke,welterweight,32,38%,196,orthodox,1997-09-02
2020,0.010101799553058873,Wayne Harris,NA,super welterweight,42,24%,326,NA,1984-12-26
20700,0.010101799553058873,Yoshinori Takahashi,NA,welterweight,30,37%,217,orthodox,1961-08-11
222,0.010101799553058873,Leoncio Ortiz,NA,lightweight,59,42%,467,NA,1968-06-22
3440,0.010101799553058873,Francisco Montiel,Cochulito,light flyweight,48,27%,355,orthodox,1980-03-01
34773,0.010101799553058873,Mario Alberto Demarco,NA,light flyweight,33,24%,275,orthodox,1980-10-04
4077,0.010101799553058873,George Scott,NA,lightweight,46,37%,316,southpaw,1991-07-29
42091,0.010101799553058873,Jason DeLisle,The Nailer,light heavyweight,26,35%,169,orthodox,2000-08-11
441661,0.010101799553058873,Chris Avalos,The Hitman,featherweight,31,61%,151,orthodox,2008-02-01
4671,0.010101799553058873,Obed Sullivan,The Fighting Marine / Ben,heavyweight,54,56%,310,orthodox,1992-08-27
5907,0.010101799553058873,Oscar Andrade,Pajarito,bantamweight,74,24%,551,orthodox,1991-04-26
75090,0.010101799553058873,Francisco Rosas,Chiquita,light flyweight,34,38%,242,orthodox,1998-08-15
76117,0.010101799553058873,Matthew Macklin,'Mack The Knife',middleweight,41,54%,231,orthodox,2001-11-17
155589,0.010101799553058871,Shane Cameron,Mountain Warrior,heavyweight,34,65%,207,orthodox,2002-11-28
21919,0.010101799553058871,Angelo Rottoli,Pietro,cruiserweight,34,44%,217,orthodox,1981-12-04
358576,0.010101799553058871,Dirceu Cabarca,NA,super flyweight,28,21%,158,southpaw,2006-06-10
385,0.010101799553058871,Livio Nolasco,NA,lightweight,26,15%,203,NA,1972-07-28
12742,0.01010179955305887,Pat Ford,NA,featherweight,23,52%,175,NA,1976-04-23
30943,0.01010179955305887,Tony Jeter,Mo Better,middleweight,28,50%,89,orthodox,2001-01-25
33387,0.01010179955305887,Norio Kimura,NA,super lightweight,44,43%,257,southpaw,1996-05-20
373222,0.01010179955305887,Felipe Orucuta,Gallito,super flyweight,38,74%,170,orthodox,2006-09-30
4558,0.01010179955305887,Said Iskandar,NA,minimumweight,6,0%,46,NA,1988-10-26
51116,0.01010179955305887,Suk-Hwan Yun,NA,flyweight,9,33%,44,southpaw,1983-11-27
11141,0.010101799553058868,Raul Tirado,NA,featherweight,25,20%,208,NA,1973-01-24
18341,0.010101799553058868,Ray Lunny III,NA,lightweight,32,31%,265,orthodox,1970-10-16
263623,0.010101799553058868,Johnathon Banks,NA,heavyweight,33,58%,174,orthodox,2004-07-30
273793,0.010101799553058868,Patrick Hyland,The Punisher,super featherweight,34,44%,189,orthodox,2004-09-24
340226,0.010101799553058868,Marlon Aguilar,La Rata,super featherweight,37,49%,200,orthodox,2005-12-03
3702,0.010101799553058868,Leon Salazar,El Fiero,light flyweight,37,38%,208,orthodox,1986-03-01
548193,0.010101799553058868,Teeraphong Utaida,"Fahlan Sakkreerin, Jr",light flyweight,38,45%,206,orthodox,2010-09-17
22344,0.010101799553058866,Everaldo Costa Azevedo,NA,welterweight,128,16%,1044,orthodox,1963-11-03
449201,0.010101799553058866,Chris Algieri,NA,welterweight,24,33%,161,orthodox,2008-04-03
549951,0.010101799553058866,Roman Belaev,The Lion,welterweight,18,61%,99,orthodox,2010-10-16
578597,0.010101799553058866,Antonio Tostado Garcia,El Tostado,bantamweight,25,28%,132,orthodox,2011-07-29
6983,0.010101799553058866,Jesus Sarabia,Chuyín,bantamweight,44,57%,251,orthodox,1990-06-29
96571,0.010101799553058866,Kenbun Taiho,NA,flyweight,22,27%,179,orthodox,1981-09-12
1198,0.010101799553058864,Alejandro Gonzalez,La Cobrita,featherweight,55,60%,342,orthodox,1988-04-28
1265,0.010101799553058864,Harold Brazier,NA,super lightweight,127,51%,858,orthodox,1982-05-18
155670,0.010101799553058864,John Mensah Kpalongo,NA,bantamweight,9,0%,80,NA,1973-10-06
182945,0.010101799553058864,Paul Smith,Smigga,super middleweight,44,50%,226,orthodox,2003-04-05
18353,0.010101799553058864,Antonio Amaya,Buchi,super featherweight,75,12%,665,orthodox,1963-08-18
19618,0.010101799553058864,Wellington Vicente,Kid Jofre,flyweight,31,29%,211,orthodox,1994-03-08
197297,0.010101799553058864,Rocky Fuentes,The Road Warrior,super bantamweight,46,43%,312,orthodox,2003-07-26
2133,0.010101799553058864,Fujio Ozaki,NA,welterweight,31,52%,210,orthodox,1980-05-19
39797,0.010101799553058864,Ramon Balbino Soria,NA,bantamweight,103,13%,934,NA,1975-10-24
4343,0.010101799553058864,David Tua,Tuaman,heavyweight,59,73%,312,orthodox,1992-12-01
5009,0.010101799553058864,Jesse Magana,El Cuervo,super bantamweight,33,24%,229,southpaw,1992-02-24
5129,0.010101799553058864,Luis Alberto Ocampo,NA,bantamweight,49,16%,433,orthodox,1981-06-18
5379,0.010101799553058864,Rod Sequenan,NA,super lightweight,86,38%,674,southpaw,1977-01-01
7807,0.010101799553058864,Pedro Saiz,Jose Saizozema,super lightweight,37,43%,195,southpaw,1990-06-25
8721,0.010101799553058864,Oscar Garcia Cano,NA,lightweight,20,35%,151,orthodox,1993-12-03
8866,0.010101799553058864,Don Diego Poeder,NA,heavyweight,33,61%,147,orthodox,1994-04-18
107912,0.010101799553058862,Jairo Tagliaferro,Piraña,super bantamweight,15,60%,73,orthodox,2000-06-18
12008,0.010101799553058862,Juan Domingo Malvarez,Mingo,featherweight,94,44%,679,orthodox,1971-01-08
13015,0.010101799553058862,Yong-Hoon Lee,NA,bantamweight,34,44%,211,orthodox,1987-06-14
15500,0.010101799553058862,Larry Marks,Laser,super welterweight,41,39%,247,orthodox,1996-10-18
1635,0.010101799553058862,Alejandro Montiel,Rude Boy,light flyweight,60,50%,448,orthodox,1989-03-03
2063,0.010101799553058862,Jim McDonnell,NA,super featherweight,30,40%,208,NA,1983-03-22
24279,0.010101799553058862,Khulile Makeba,NA,minimumweight,30,40%,224,southpaw,1996-08-25
243049,0.010101799553058862,Francisco Palacios,The Wizard,cruiserweight,27,52%,116,orthodox,2004-03-19
30274,0.010101799553058862,Domenico Tiberia,NA,middleweight,105,15%,825,NA,1961-02-16
456501,0.010101799553058862,Jean Carlos Prada,NA,super welterweight,36,61%,122,southpaw,2008-06-04
489762,0.010101799553058862,Andy Ruiz Jr,Destroyer,heavyweight,30,63%,128,orthodox,2009-03-28
50147,0.010101799553058862,Cho-Woon Park,NA,light flyweight,27,19%,216,orthodox,1983-04-17
6860,0.010101799553058862,Peter Venancio,NA,light heavyweight,61,59%,350,orthodox,1989-05-15
18339,0.01010179955305886,Ronnie McGarvey,NA,featherweight,36,61%,202,southpaw,1968-10-21
20684,0.01010179955305886,Lion Furuyama,NA,super lightweight,54,50%,374,southpaw,1967-06-19
20736,0.01010179955305886,Harald Geier,E.T.,featherweight,37,49%,229,orthodox,1990-12-15
214379,0.01010179955305886,Ricardo Dominguez,Pelón,lightweight,50,44%,278,orthodox,2001-03-02
226,0.01010179955305886,Ron Lyle,NA,heavyweight,51,61%,323,orthodox,1971-04-23
240,0.01010179955305886,Ron Stander,The Butcher,heavyweight,62,47%,345,orthodox,1969-08-07
304744,0.01010179955305886,Vanes Martirosyan,Nightmare,super welterweight,40,53%,224,orthodox,2005-04-08
3055,0.01010179955305886,Wilford Scypion,NA,middleweight,41,59%,246,orthodox,1978-07-18
36966,0.01010179955305886,Sergio Mora,The Latin Snake,middleweight,35,26%,241,orthodox,2000-08-17
370016,0.01010179955305886,Zsolt Bedak,Mr. Lefthook,super bantamweight,27,30%,171,orthodox,2006-10-10
442745,0.01010179955305886,Jesus Jimenez,Destroyer,flyweight,45,56%,206,southpaw,2000-11-05
492926,0.01010179955305886,Robert Berridge,The Butcher,light heavyweight,37,57%,187,southpaw,2009-04-23
508,0.01010179955305886,Paul Gonzales,Super Fly,super flyweight,20,15%,184,NA,1985-08-11
51392,0.01010179955305886,Takenobu Shimabukuro,NA,light flyweight,14,14%,123,orthodox,1972-12-08
62241,0.01010179955305886,Alvaro Perez,NA,featherweight,30,40%,134,southpaw,2001-03-25
9515,0.01010179955305886,Alberto Herrera,NA,lightweight,16,6%,124,NA,1967-05-19
97425,0.01010179955305886,Oscar Alfonso Flores,NA,light flyweight,25,56%,101,NA,1989-05-21
10949,0.010101799553058859,Alberto Castro,NA,flyweight,32,59%,217,orthodox,1982-11-05
18422,0.010101799553058859,Dale Robinson,NA,flyweight,24,38%,155,NA,2000-09-25
187771,0.010101799553058859,Dionisio Miranda,Mister Nocaut,super middleweight,39,49%,173,orthodox,2002-04-26
44816,0.010101799553058859,Hisami Numata,Go Numata,bantamweight,29,17%,210,orthodox,1973-01-18
510779,0.010101799553058859,Denton Daley,Dangerous,cruiserweight,17,53%,102,orthodox,2010-01-16
5320,0.010101799553058859,SangIk Yang,NA,light flyweight,28,50%,192,orthodox,1992-02-01
6306,0.010101799553058859,David Mendez,Canonero,middleweight,44,36%,223,orthodox,1992-03-16
7144,0.010101799553058859,Mickey Cantwell,NA,light flyweight,22,9%,172,orthodox,1991-01-21
8157,0.010101799553058859,Kyung-Duk Ahn,NA,super lightweight,31,39%,222,NA,1981-12-06
351,0.010101799553058857,Bruce Finch,NA,welterweight,40,48%,213,orthodox,1973-06-25
381739,0.010101799553058857,Dereck Chisora,'Del Boy',heavyweight,33,55%,202,orthodox,2007-02-17
425465,0.010101799553058857,Rolando Giono,Tractor,lightweight,30,50%,138,orthodox,2007-09-29
462637,0.010101799553058857,Thomas Dulorme,Thomas Cordero,welterweight,26,62%,126,orthodox,2008-08-13
6434,0.010101799553058857,Andrew Murray,The Eagle,welterweight,35,49%,254,southpaw,1990-02-10
6757,0.010101799553058857,Wilfredo Rivera,NA,welterweight,43,49%,253,orthodox,1988-04-02
6995,0.010101799553058857,Ray McElroy,NA,middleweight,26,35%,160,NA,1989-01-09
8785,0.010101799553058857,Roddy MacDonald,NA,light heavyweight,40,58%,198,NA,1978-09-17
10290,0.010101799553058856,Victor Ortiz,NA,welterweight,33,33%,204,NA,1969-01-01
1341,0.010101799553058856,Tyrone Downes,NA,featherweight,45,36%,345,NA,1975-02-12
13989,0.010101799553058856,Paul Ferreri,NA,bantamweight,96,27%,857,southpaw,1968-08-02
